course_code,course_name_chatgpt,course_name_manual,faculty_chatgpt,level_chatgpt,level_manual,sdgs_chatgpt,sdgs_manual,comparison_status,color,manual_source
EPA122A,Spatial Data Science,Spatial Data Science,"Technology, Policy and Management",MSc,,"[10, 11, 13]","[7, 10, 11, 13]",mismatch,ORANGE,TPM.csv
EPA123A,Introduction to TPM Modelling,,"Technology, Policy and Management",MSc,,[],[],only_chatgpt,RED,
EPA131A,Behaviour in Transitions,Behaviour in Transitions,"Technology, Policy and Management",MSc,,[],"[12, 13]",mismatch,ORANGE,TPM.csv
EPA132A,Advanced System Dynamics,Advanced System Dynamics,"Technology, Policy and Management",MSc,,[],[16],mismatch,ORANGE,TPM.csv
EPA133A,Advanced Simulation,,"Technology, Policy and Management",MSc,,[],[],only_chatgpt,RED,
EPA141A,Model-based Decision-Making,Model-based Decision-Making,"Technology, Policy and Management",MSc,,"[4, 16, 17]",[16],mismatch,ORANGE,TPM.csv
EPA142A,Ethics of Large System Interventions,Ethics of Large System Interventions,"Technology, Policy and Management",MSc,,"[3, 7, 9, 13]","[3, 11, 16]",mismatch,ORANGE,TPM.csv
EPA143A,Macro-economics for Policy Analysis,,"Technology, Policy and Management",MSc,,[8],[],only_chatgpt,RED,
EPA221B,Societal Challenge Project,,"Technology, Policy and Management",MSc,,[],[],only_chatgpt,RED,
EPA222A,Preparation Master Thesis,,"Technology, Policy and Management",MSc,,[],[],only_chatgpt,RED,
EPA223A,Academic Writing,,"Technology, Policy and Management",MSc,,[],[],only_chatgpt,RED,
EPA2942,Master Thesis EPA,,"Technology, Policy and Management",MSc,,[],[],only_chatgpt,RED,
ET3033TU,Circuit Analysis,,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
ET3034TU,Solar Energy,Solar Energy,"Electrical Engineering, Mathematics and Computer Science",BSc,,"[7, 9, 12, 13]","[7, 12, 13]",mismatch,ORANGE,EEMCS.csv
ET3056TU,Hardware Implementation Project,,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
ET3604LR,Electronic Circuits,,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
ET3604LRP,Electronic Circuits,,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
ET4030,Error Correcting Codes,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4034,Telecom Business Architectures and Models,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4103,High Voltage Technology,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4113,Power Systems Dynamics,,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[9, 13]",[],only_chatgpt,RED,
ET4117,Electrical Machines and Drives,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4119,Electronic Power Conversion,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4121,AC Machines,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4127,Themes in Biomedical Electronics,Themes in Biomedical Electronics,"Electrical Engineering, Mathematics and Computer Science",MSc,,[3],[3],match,GREEN,EEMCS.csv
ET4130,Bioelectricity,Bioelectricity,"Electrical Engineering, Mathematics and Computer Science",MSc,,[3],[3],match,GREEN,EEMCS.csv
ET4169,Radar I: From Basic Principles to Applications,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4175,Radar II: Theory and System Design,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4252,Analogue Integrated Circuit Design,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4257,Sensors and Actuators,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4260,Microsystems Design and Modelling,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4277,Microelectronics Reliability,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4278,Over-Sampled Data Converters,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4289,Integrated Circuits and MEMS Technology,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4291,Control of Electrical Drives,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4291SET,Digital Modelling of Electric Powertrain,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[9],[],only_chatgpt,RED,
ET4300,Master Thesis EE,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4300-I,Research Project at Industry,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4351,Digital VLSI Systems on Chip,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4358,Fundamentals of Wireless Communications,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4369,Nyquist-Rate Data Converters,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4371,Mixed-mode Wireless transceivers,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4376,Photovoltaic Fundamentals,Photovoltaic Fundamentals,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[7, 9, 13]","[7, 9, 11, 13]",match,GREEN,EEMCS.csv
ET4377,Photovoltaic Technologies,Photovoltaic Technologies,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[7, 9, 13]","[7, 9, 11, 13]",match,GREEN,EEMCS.csv
ET4378,Photovoltaic Systems,Photovoltaic Systems,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[7, 9, 13]","[7, 9, 11, 13]",match,GREEN,EEMCS.csv
ET4379,Photovoltaic Lab Course,Photovoltaic Lab Course,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[7, 9, 13]","[7, 9, 11, 13]",match,GREEN,EEMCS.csv
ET4382,Power Conversion Techniques in CMOS Technology,,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[7, 9]",[],only_chatgpt,RED,
ET4386,Estimation and Detection,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4391,Advanced Microelectronics Packaging,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[9],[],only_chatgpt,RED,
ET4399,Research Project at University (max. 15EC),,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET4ICP,IC-Technology Lab,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET8011MSC,Structured Electronic Design Laboratory,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
ET8020,High Voltage Testing and Diagnostics,,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[7, 8, 9]",[],only_chatgpt,RED,
EWI3615TU,Computer Science Project,,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
GEO1000,Python Programming for Geomatics,,Architecture and the Built Environment,MSc,,[],[],only_chatgpt,RED,
GEO1001,Sensing Technologies,,Architecture and the Built Environment,MSc,,[],[],only_chatgpt,RED,
GEO1002,Geographical Information Systems (GIS) and Cartography,Geographical Information Systems (GIS) and Cartography,Architecture and the Built Environment,MSc,,"[11, 13]","[7, 9, 11]",mismatch,ORANGE,ABE.csv
GEO1003,Positioning and Location Awareness,Positioning and Location Awareness,Architecture and the Built Environment,MSc,,"[11, 16]","[9, 11, 16]",mismatch,ORANGE,ABE.csv
GEO1004,3D Modelling of the Built Environment,3D Modelling of the Built Environment,Architecture and the Built Environment,MSc,,[],"[9, 11]",mismatch,ORANGE,ABE.csv
GEO1006,Geo Database Management Systems,Geo Database Management Systems,Architecture and the Built Environment,MSc,,[],"[9, 11]",mismatch,ORANGE,ABE.csv
GEO1007,Geoweb Technology,Geoweb Technology,Architecture and the Built Environment,MSc,,"[9, 11]","[9, 11]",match,GREEN,ABE.csv
GEO1009,Geo-information Governance,Geo-information Governance,Architecture and the Built Environment,MSc,,"[9, 17]","[9, 11, 16]",mismatch,ORANGE,ABE.csv
GEO1015,Digital Terrain Modelling,Digital Terrain Modelling,Architecture and the Built Environment,MSc,,[13],"[6, 11, 13]",mismatch,ORANGE,ABE.csv
GEO1016,Photogrammetry and 3D Computer Vision,Photogrammetry and 3D Computer Vision,Architecture and the Built Environment,MSc,,[],"[9, 11, 13]",mismatch,ORANGE,ABE.csv
GEO2021,Geomatics Graduation Studio,Geomatics Graduation Studio,Architecture and the Built Environment,MSc,,[],"[9, 11, 13, 17]",mismatch,ORANGE,ABE.csv
GEO5010,Research Assignment,Research Assignment,Architecture and the Built Environment,MSc,,[],"[4, 9, 13, 17]",mismatch,ORANGE,ABE.csv
GEO5014,Geomatics as Support for Energy Applications,Geomatics as Support for Energy Applications,Architecture and the Built Environment,MSc,,"[7, 9, 11, 13]","[7, 9, 11, 13]",match,GREEN,ABE.csv
GEO5016,Geomatics in Practice,Geomatics in Practice,Architecture and the Built Environment,MSc,,[4],"[4, 8, 9, 11]",mismatch,ORANGE,ABE.csv
GEO5017,Machine Learning for the Built Environment,Machine Learning for the Built Environment,Architecture and the Built Environment,MSc,,[],"[4, 9, 11]",mismatch,ORANGE,ABE.csv
GEO5019,Geomatics Studio,Geomatics Studio,Architecture and the Built Environment,MSc,,[],"[4, 9, 11]",mismatch,ORANGE,ABE.csv
GEOIT1501,Synthesis project,Synthesis project,Architecture and the Built Environment,MSc,,[],"[9, 11, 17]",mismatch,ORANGE,ABE.csv
ID4190-16,Graduation Project (IPD),Graduation Project (IPD),Industrial Design Engineering,MSc,,[],"[9, 12, 17]",mismatch,ORANGE,IDE.csv
ID4290-16,Graduation Project DfI,Graduation Project DfI,Industrial Design Engineering,MSc,,[],"[9, 12, 17]",mismatch,ORANGE,IDE.csv
ID4390-16,Graduation Project (SPD),Graduation Project (SPD),Industrial Design Engineering,MSc,,[],"[9, 12, 17]",mismatch,ORANGE,IDE.csv
ID5526,Submitting and Presenting a Paper,Submitting and Presenting a Paper,Industrial Design Engineering,MSc,,[],"[4, 9, 17]",mismatch,ORANGE,IDE.csv
ID6101HPM,Master Honours Project (MHP),Master Honours Project (MHP),Industrial Design Engineering,MSc,,"[4, 17]","[4, 9, 17]",mismatch,ORANGE,IDE.csv
IDEM1000,[start per 2025] Graduation Project DfI,[start per 2025] Graduation Project DfI,Industrial Design Engineering,MSc,,[],"[4, 9, 17]",mismatch,ORANGE,IDE.csv
IDEM101,Advanced Service Thinking and Design Practice,Advanced Service Thinking and Design Practice,Industrial Design Engineering,MSc,,[3],"[3, 9, 10, 17]",mismatch,ORANGE,IDE.csv
IDEM102,Build Your Start-up 1: Idea Validation,Build Your Start-up 1: Idea Validation,Industrial Design Engineering,MSc,,"[8, 9]","[8, 9, 12, 17]",mismatch,ORANGE,IDE.csv
IDEM103,Build Your Start-up 2: Prototyping,Build Your Start-up 2: Prototyping,Industrial Design Engineering,MSc,,"[8, 9]","[8, 9, 12, 17]",mismatch,ORANGE,IDE.csv
IDEM104,Creative Facilitation,Creative Facilitation,Industrial Design Engineering,MSc,,[],"[4, 8, 9, 17]",mismatch,ORANGE,IDE.csv
IDEM105,Exploring Design Intelligence,Exploring Design Intelligence,Industrial Design Engineering,MSc,,[],"[4, 8, 9, 17]",mismatch,ORANGE,IDE.csv
IDEM1100,Dare to Design Studio,Dare to Design Studio,Industrial Design Engineering,MSc,,[],"[4, 8, 9, 11]",mismatch,ORANGE,IDE.csv
IDEM1101,Human-Centered Design and Beyond,Human-Centered Design and Beyond,Industrial Design Engineering,MSc,,"[4, 13, 17]","[4, 9, 11, 16]",mismatch,ORANGE,IDE.csv
IDEM1102,Consequences of Design,Consequences of Design,Industrial Design Engineering,MSc,,[5],"[5, 8, 10, 12, 16]",mismatch,ORANGE,IDE.csv
IDEM1103-25,Research to/for/through Design,Research to/for/through Design,Industrial Design Engineering,MSc,,[],"[4, 9, 11, 17]",mismatch,ORANGE,IDE.csv
IDEM1210-25,Multi-Sensory Design Studio,Multi-Sensory Design Studio,Industrial Design Engineering,MSc,,[],"[3, 9, 10, 11]",mismatch,ORANGE,IDE.csv
IDEM1211,Design for Emotion and Well-being,Design for Emotion and Well-being,Industrial Design Engineering,MSc,,[3],"[3, 6, 10, 12]",mismatch,ORANGE,IDE.csv
IDEM1212-25,Assessment for Impact,Assessment for Impact,Industrial Design Engineering,MSc,,[3],"[3, 8, 9, 12]",mismatch,ORANGE,IDE.csv
IDEM1213-25,Behavioral Design,Behavioral Design,Industrial Design Engineering,MSc,,"[3, 16]","[3, 4, 10, 12]",mismatch,ORANGE,IDE.csv
IDEM1221,Social Design,Social Design,Industrial Design Engineering,MSc,,"[1, 10, 15]","[1, 10, 11, 16]",mismatch,ORANGE,IDE.csv
IDEM1222,Designing Transformation,Designing Transformation,Industrial Design Engineering,MSc,,"[4, 17]","[4, 10, 11, 13, 16]",mismatch,ORANGE,IDE.csv
IDEM1223,Position and Roles of Designers,Position and Roles of Designers,Industrial Design Engineering,MSc,,[],"[4, 10, 11, 16]",mismatch,ORANGE,IDE.csv
IDEM1230-25,Speculative Design Studio,Speculative Design Studio,Industrial Design Engineering,MSc,,[],"[9, 11, 12, 13, 17]",mismatch,ORANGE,IDE.csv
IDEM1231,Design Futures,Design Futures,Industrial Design Engineering,MSc,,"[13, 17]","[9, 11, 12, 13, 16]",mismatch,ORANGE,IDE.csv
IDEM1232,More-than-Human-Design,More-than-Human-Design,Industrial Design Engineering,MSc,,"[13, 15]","[12, 13, 14, 15, 17]",mismatch,ORANGE,IDE.csv
IDEM1233,Design Justice and Emerging Technologies,Design Justice and Emerging Technologies,Industrial Design Engineering,MSc,,"[5, 10, 16]","[4, 5, 9, 10, 16]",mismatch,ORANGE,IDE.csv
IDEM2000,[start per 2025] Graduation Project IPD,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM201,Advanced Visualisation for Communication,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM202,Advanced Visualisation for Design,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM203,Biomechanics,,Industrial Design Engineering,MSc,,[3],[],only_chatgpt,RED,
IDEM204,Child and Play Perspectives,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM208,Design in Health: Theory en Practice,Design in Health: Theory en Practice,Industrial Design Engineering,MSc,,"[3, 16]",[3],mismatch,ORANGE,IDE.csv
IDEM210,eHealth Design for a Healthy Society,eHealth Design for a Healthy Society,Industrial Design Engineering,MSc,,[3],[3],match,GREEN,IDE.csv
IDEM2100-25,Products Now Studio,Products Now Studio,Industrial Design Engineering,MSc,,"[9, 12, 13]","[9, 12]",mismatch,ORANGE,IDE.csv
IDEM2101,Advanced Product Engineering,Advanced Product Engineering,Industrial Design Engineering,MSc,,"[9, 12, 13]","[9, 12]",mismatch,ORANGE,IDE.csv
IDEM2102,Cognitive and Psychological Foundations for Product Design,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM2103,Empirical Design Research,,Industrial Design Engineering,MSc,,[4],[],only_chatgpt,RED,
IDEM212-25,Food and Eating Design,Food and Eating Design,Industrial Design Engineering,MSc,,"[2, 3, 12]","[2, 12]",mismatch,ORANGE,IDE.csv
IDEM214,Designing Lifestyles: From Insight to Impact,,Industrial Design Engineering,MSc,,[4],[],only_chatgpt,RED,
IDEM215,Lighting Design,Lighting Design,Industrial Design Engineering,MSc,,"[3, 11, 13]",[11],mismatch,ORANGE,IDE.csv
IDEM216,PerForm the Unseen,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM217,Strategic Automotive,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM218,Systemic Automotive Design,,Industrial Design Engineering,MSc,,"[9, 11]",[],only_chatgpt,RED,
IDEM219,Videography,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM220,When Images Remain - The art and science of reading pictures,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM2200,Product Futures Studio,Product Futures Studio,Industrial Design Engineering,MSc,,"[9, 12, 13]",[12],mismatch,ORANGE,IDE.csv
IDEM221,Making and Prototyping Skills,,Industrial Design Engineering,MSc,,[4],[],only_chatgpt,RED,
IDEM2211,AI Products and Services,AI Products and Services,Industrial Design Engineering,MSc,,[],"[9, 12]",mismatch,ORANGE,IDE.csv
IDEM2212,Intelligent Industrial Systems,Intelligent Industrial Systems,Industrial Design Engineering,MSc,,"[3, 7, 8, 9]","[8, 9]",mismatch,ORANGE,IDE.csv
IDEM2213,Data-Centric Design for Connected Products,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM2221,Strategic Integration of Sustainability in Design,Strategic Integration of Sustainability in Design,Industrial Design Engineering,MSc,,"[9, 12, 13]","[9, 12]",mismatch,ORANGE,IDE.csv
IDEM2222,Life Cycle Assessment Methods,Life Cycle Assessment Methods,Industrial Design Engineering,MSc,,"[9, 12, 13]",[12],mismatch,ORANGE,IDE.csv
IDEM2223-25,Design Approaches for Sustainability,Design Approaches for Sustainability,Industrial Design Engineering,MSc,,"[12, 13]",[12],mismatch,ORANGE,IDE.csv
IDEM2231,Material Driven Design,Material Driven Design,Industrial Design Engineering,MSc,,"[12, 13]",[12],mismatch,ORANGE,IDE.csv
IDEM2232,Computational Design,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM2233,Fundamentals of Biodesign,Fundamentals of Biodesign,Industrial Design Engineering,MSc,,"[9, 12, 15, 16]",[12],mismatch,ORANGE,IDE.csv
IDEM3000,[start per 2025] Graduation Project SPD,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM301,Animated Materials,Animated Materials,Industrial Design Engineering,MSc,,"[12, 13, 15]",[12],mismatch,ORANGE,IDE.csv
IDEM303,Computational Fabrication and MetaMaterials,,Industrial Design Engineering,MSc,,[9],[],only_chatgpt,RED,
IDEM305-25,Designing Responsible AI,,Industrial Design Engineering,MSc,,"[3, 16]",[],only_chatgpt,RED,
IDEM307,Generative AI and Design,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM308,Graduation Launchpad,,Industrial Design Engineering,MSc,,[4],[],only_chatgpt,RED,
IDEM309,Repair and Recycling!,Repair and Recycling!,Industrial Design Engineering,MSc,,"[9, 12, 13]",[12],mismatch,ORANGE,IDE.csv
IDEM3100-25,Strategic Design Studio,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM3101,Foresight and Backcasting,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM3102,Research Methods for Strategic Design,,Industrial Design Engineering,MSc,,[3],[],only_chatgpt,RED,
IDEM3103,Deep Dive into Organisations,Deep Dive into Organisations,Industrial Design Engineering,MSc,,[17],"[9, 12]",mismatch,ORANGE,IDE.csv
IDEM3201,Qualitative Research Methods for Strategic Design,Qualitative Research Methods for Strategic Design,Industrial Design Engineering,MSc,,[4],"[9, 12]",mismatch,ORANGE,IDE.csv
IDEM3202,Quantitative Research Methods for Strategic Design,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM3210-25,Tech-enabled Innovation Studio,,Industrial Design Engineering,MSc,,"[3, 7, 9, 13, 16, 17]",[],only_chatgpt,RED,
IDEM3211,Technology and Strategic Design,Technology and Strategic Design,Industrial Design Engineering,MSc,,"[9, 13, 16]","[9, 12]",mismatch,ORANGE,IDE.csv
IDEM3212,Tech-enabled Entrepreneurship,Tech-enabled Entrepreneurship,Industrial Design Engineering,MSc,,"[8, 9, 12, 13, 17]","[8, 9, 12, 17]",mismatch,ORANGE,IDE.csv
IDEM3213,Brand Experience Across Technologies,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM3221,Societal Missions: Theory and Practice,Societal Missions: Theory and Practice,Industrial Design Engineering,MSc,,"[3, 6, 7, 13, 16, 17]","[3, 7, 10, 16]",mismatch,ORANGE,IDE.csv
IDEM3222,Responsible Marketing,Responsible Marketing,Industrial Design Engineering,MSc,,"[9, 11, 12, 13, 17]","[12, 13]",mismatch,ORANGE,IDE.csv
IDEM3223,Sustainable Consumer Behaviour,Sustainable Consumer Behaviour,Industrial Design Engineering,MSc,,"[12, 13]","[12, 13]",match,GREEN,IDE.csv
IDEM400,Internship,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM401,BlueDot: Design Contest,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM402,BlueDot: Organisation,,Industrial Design Engineering,MSc,,"[8, 9]",[],only_chatgpt,RED,
IDEM403,Research (3 ECTS),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM404,Research (5 ECTS),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM405,Project ExP,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM406,Project Organisation: Skills (2 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM407,Project Organisation: Skills (3 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM408,Project Organisation: Social Strengthening (2 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM409,Project Organisation: Social Strengthening (3 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM410,Project Organisation: Future Career (2 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM4101,Delft Lectures on Design,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM411,Project Organisation: Future Career (3 EC),,Industrial Design Engineering,MSc,,[8],[],only_chatgpt,RED,
IDEM412,Project Organisation: Education (2 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM413,Project Organisation: Education (3 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM414,Project Organisation: Education (5 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM415,Design Contest (2 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM416,Design Contest (3 EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM417,Workshop (2EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM418,IDEM418 Workshop (3EC),,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM4201,Design Processes and Practices,,Industrial Design Engineering,MSc,,[],[],only_chatgpt,RED,
IDEM4220-25,Systemic Design Studio,Systemic Design Studio,Industrial Design Engineering,MSc,,[],"[3, 10, 11, 16]",mismatch,ORANGE,IDE.csv
IFEEMCS010400,Linear Algebra,,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
IFEEMCS010500,Probability and Statistics,,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
IFEEMCS012100,"Calculus for Engineering, part 1",,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
IFEEMCS012200,"Calculus for Engineering, part 2",,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
IFEEMCS012300,"Calculus for Engineering, part 3",,"Electrical Engineering, Mathematics and Computer Science",BSc,,[],[],only_chatgpt,RED,
IFEEMCS4070,Multivariate Data Analysis,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
IFEEMCS4250,Statistical Learning for Engineers,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
IFHPB1036,Sketching and Visualization for Conceptualizing Thoughts,,University Corporate Office,BSc,,[],[],only_chatgpt,RED,
IFHPB1077,"Art, Empathy en Ethics","Art, Empathy en Ethics",University Corporate Office,BSc,,[],"[4, 10, 16]",mismatch,ORANGE,External.csv
IFHPB1078,Bildung,,University Corporate Office,BSc,,[4],[],only_chatgpt,RED,
IFHPB1079,Matter of Art,Matter of Art,University Corporate Office,BSc,,[],"[4, 9, 12]",mismatch,ORANGE,External.csv
IFHPB2000,Inclusive Leadership Fundamentals,Inclusive Leadership Fundamentals,University Corporate Office,BSc,,"[5, 10]","[5, 10, 16]",mismatch,ORANGE,External.csv
IFHPB2010,‘Where Do you Stand?’ Political Philosophy from a Global Perspective,‘Where Do you Stand?’ Political Philosophy from a Global Perspective,University Corporate Office,BSc,,"[4, 5, 16]","[5, 10, 16]",mismatch,ORANGE,External.csv
IFHPM0010,Materials in a Sustainable Society,Materials in a Sustainable Society,University Corporate Office,MSc,,"[9, 12, 13]","[5, 12, 13]",mismatch,ORANGE,External.csv
IFM4040,Joint Interdisciplinary Project,Joint Interdisciplinary Project,Mechanical Engineering,MSc,,[17],"[9, 12, 17]",mismatch,ORANGE,ME.csv
IN4306,Literature Survey,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
IO3610-18,Human Mobility,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3610-18HPB,H-Module Minor People in Transit,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3611-18HPB,H-Module Minor People in Transit,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3620,Automotive Styling,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3630,Automotive Technology,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3640-18,Mobility Systems Design,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3650,Automotive Skills,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3820-15,Internship,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3820HPB,H-Module Minor Work Placement,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3821HPB,H-Module Minor Work Placement,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3830HPB,H-Module Designing Sustainability Transitions,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3831HPB,H-Module Designing Sustainability Transitions,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3850-24,Prototyping with/for Digital Fabrication (PDF),,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3850HPB,H-Module Advanced Prototyping,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3851-24,Prototyping with/for Extended Reality (PER),,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3851HPB,H-Module Advanced Prototyping,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3852-19,Advanced Prototyping Project,Advanced Prototyping Project,Industrial Design Engineering,BSc,,[],"[3, 9, 12]",mismatch,ORANGE,IDE.csv
IO3870,Interaction Studies,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3870HPB,H-Module Minor Interactive Environments,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3871HPB,H-Module Minor Interactive Environments,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3872,Design Strategies,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
IO3873,Design and Prototyping Studio,Design and Prototyping Studio,Industrial Design Engineering,BSc,,"[9, 11, 17]","[9, 11, 12]",mismatch,ORANGE,IDE.csv
IO3874-19,Design Skills,,Industrial Design Engineering,BSc,,[],[],only_chatgpt,RED,
